filename,emotion_izanami,intensity_pred_izanami,emotion_kushinada,intensity_pred_kushinada,valence,arousal,dominance,text,delta_valence,delta_arousal,delta_dominance,delta_int_kushinada
0447_L.wav,FEA,3.84,SAD,0.71,0.39,0.09,0.22,なるほどね,0.54,0.73,0.55,2.0
0448_L.wav,SAD,2.92,FEA,0.11,0.42,0.3,0.36,(A トーフル;ＴＯＥＦＬ)(A ジーアールイー;ＧＲＥ),0.03,0.21,0.14,0.6
0449_L.wav,FEA,2.87,ANG,0.96,0.5,0.32,0.42,(F うーん)(A ジーアールイー;ＧＲＥ)って(A ジーマット;ＧＭＡＴ),0.08,0.02,0.06,0.85
0450_L.wav,ANT,2.22,DIS,1.15,0.4,0.18,0.27,とはまた違う,0.1,0.14,0.15,0.19
0452_L.wav,SUR,5.18,DIS,3.57,0.29,0.17,0.18,(F あー),0.11,0.01,0.09,2.42
0455_L.wav,FEA,2.05,ACC,0.36,0.27,0.15,0.26,なるほど,0.02,0.02,0.08,3.21
0461_L.wav,FEA,2.54,ACC,3.88,0.51,0.19,0.27,何か(F うーん)ありますね,0.24,0.04,0.01,3.52
0462_L.wav,SAD,4.09,DIS,4.11,0.29,-0.04,0.05,(F うーん),0.22,0.23,0.22,0.23
0464_L.wav,ACC,2.54,ACC,3.72,0.31,0.02,0.13,(F ふーん)そっかそっかそっか,0.02,0.06,0.08,0.39
0467_L.wav,SAD,3.43,SAD,1.94,0.52,0.27,0.33,(F いえ)(F いえ),0.21,0.25,0.2,1.78
0468_L.wav,SAD,4.54,ACC,3.74,0.71,0.5,0.55,(F あー)ねそうですよね,0.19,0.23,0.22,1.8
0469_L.wav,DIS,4.31,SAD,0.45,0.38,0.29,0.38,でも凄い,0.33,0.21,0.17,3.29
0471_L.wav,SAD,3.09,ANG,2.35,0.14,0.4,0.47,(F ふーん)一体どのくらいの数の(F その),0.24,0.11,0.09,1.9
0472_L.wav,ANT,1.05,FEA,3.12,0.51,0.55,0.56,行きたい学部がある,0.37,0.15,0.09,0.77
0473_L.wav,ANG,2.77,SUR,1.28,0.63,0.41,0.47,学校がアメリカにあるんですか,0.12,0.14,0.09,1.84
0479_L.wav,ANT,2.97,ACC,5.59,0.35,0.11,0.16,(F ええ),0.28,0.3,0.31,4.31
0482_L.wav,SAD,2.3,SUR,-0.37,0.46,0.48,0.52,西に多いんですか,0.11,0.37,0.36,5.96
0485_L.wav,FEA,1.09,SAD,0.24,0.41,0.17,0.23,やっぱ西,0.05,0.31,0.29,0.61
0487_L.wav,FEA,1.31,DIS,2.46,0.27,0.18,0.2,(F あー)そうなんだ,0.14,0.01,0.03,2.22
0489_L.wav,JOY,1.17,JOY,0.18,0.48,0.3,0.38,(F あ)ハワイ大学とかね,0.21,0.12,0.18,2.28
0491_L.wav,ACC,2.9,ACC,2.4,0.38,0.23,0.33,やってそうですね,0.1,0.07,0.05,2.22
0493_L.wav,SAD,2.43,SUR,3.78,0.42,0.29,0.35,(F へー),0.04,0.06,0.02,1.38
0495_L.wav,FEA,0.43,SAD,0.35,0.39,0.25,0.32,(F あ)そうなんだ,0.03,0.04,0.03,3.43
0497_L.wav,FEA,2.72,SAD,3.13,0.32,-0.06,-0.0,(F ふーん),0.07,0.31,0.32,2.78
0500_L.wav,SUR,1.78,SUR,1.98,0.88,0.79,0.72,<笑>,0.56,0.85,0.72,1.15
0501_L.wav,JOY,1.82,SUR,2.93,0.66,0.69,0.58,怖く(? ない),0.22,0.1,0.14,0.95
0502_L.wav,FEA,1.78,SUR,2.26,0.9,0.71,0.68,<笑>,0.24,0.02,0.1,0.67
0504_L.wav,DIS,4.0,DIS,2.11,0.32,0.04,0.16,そうなんだ,0.58,0.67,0.52,0.15
0505_L.wav,SAD,2.21,ACC,1.88,0.32,0.55,0.58,(F あ)そうだあたしの友達の(A アイシーユー;ＩＣＵ)の子も,0.0,0.51,0.42,0.23
0506_L.wav,SAD,0.59,JOY,-0.43,0.24,0.49,0.55,そのハワイ大学に行ってました,0.08,0.06,0.03,2.31
0507_L.wav,ANT,-1.22,ANG,-0.42,0.45,0.3,0.4,途中,0.21,0.19,0.15,0.01
0509_L.wav,JOY,-0.24,JOY,0.41,0.25,0.25,0.31,何か関係あるんですかハワイ大学と,0.2,0.05,0.09,0.83
0511_L.wav,FEA,3.99,FEA,2.79,0.4,0.24,0.25,(F あ)ない,0.15,0.01,0.06,2.38
0512_L.wav,SAD,2.89,SAD,4.18,0.37,0.16,0.18,(F ふーん),0.03,0.08,0.07,1.39
0513_L.wav,SAD,2.95,SAD,4.8,0.36,0.23,0.24,(F ふーん),0.01,0.07,0.06,0.62
0514_L.wav,SAD,1.73,DIS,3.28,0.25,0.28,0.32,そうですか,0.11,0.05,0.08,1.52
0515_L.wav,FEA,1.48,FEA,-0.36,0.45,0.24,0.3,じゃちょっとまた色々,0.2,0.04,0.02,3.64
0516_L.wav,FEA,1.25,ACC,1.24,0.54,0.23,0.34,お話を聞かしてください,0.09,0.01,0.04,1.6
0519_L.wav,FEA,1.54,SAD,-0.39,0.22,0.21,0.26,(F はい),0.32,0.02,0.08,1.63
0521_L.wav,SAD,3.75,SAD,0.65,0.35,0.12,0.23,ありがとうございました,0.13,0.09,0.03,1.04
