filename,emotion_izanami,intensity_pred_izanami,emotion_kushinada,intensity_pred_kushinada,valence,arousal,dominance,text,delta_valence,delta_arousal,delta_dominance,delta_int_kushinada
0399_R.wav,ANT,0.44,JOY,1.51,0.85,0.63,0.63,赤ちゃんを触れるだけで幸せみたいなとこがありますからね本当に,0.5,0.27,0.23,2.02
0401_R.wav,ACC,2.44,DIS,2.84,0.34,0.13,0.19,(F うーん),0.51,0.5,0.44,1.33
0402_R.wav,ACC,-1.98,ACC,4.76,0.92,0.78,0.76,<笑>,0.58,0.65,0.57,1.92
0404_R.wav,ACC,2.6,ACC,2.96,0.3,0.1,0.21,そうなんですよ(D お),0.62,0.68,0.55,1.8
0406_R.wav,ANT,3.48,DIS,1.72,0.41,0.43,0.46,だから(F まー),0.11,0.33,0.25,1.24
0407_R.wav,ANT,1.53,ANT,2.56,0.52,0.42,0.46,今の本当に仕事の上でも本当にそういう(D (? し))子育てをしたことが,0.11,0.01,0.0,0.84
0408_R.wav,ANT,1.33,ACC,1.47,0.46,0.5,0.48,(F まー)結局は役に立っているからいいんですけどもね,0.06,0.08,0.02,1.09
0411_R.wav,ACC,4.28,SUR,3.42,0.45,0.43,0.38,(F まー)(D (? あ)),0.01,0.07,0.1,1.95
0413_R.wav,ACC,1.38,ACC,2.22,0.38,0.59,0.56,そう(D なっ)なってるんでしょうかね,0.07,0.16,0.18,1.2
0416_R.wav,ACC,4.12,ACC,4.55,0.38,0.23,0.28,(F うーん),0.0,0.36,0.28,2.33
0418_R.wav,SAD,2.44,ACC,4.04,0.34,0.13,0.18,(F うーん),0.04,0.1,0.1,0.51
0421_R.wav,SUR,-1.77,SUR,2.47,0.92,0.82,0.77,<笑>,0.58,0.69,0.59,1.57
0423_R.wav,SAD,4.66,SUR,4.47,0.78,0.69,0.64,そうそう,0.14,0.13,0.13,2.0
0424_R.wav,FEA,3.1,SAD,3.18,0.8,0.75,0.68,<笑>,0.02,0.06,0.04,1.29
0426_R.wav,ACC,1.11,SUR,4.37,0.57,0.61,0.52,そうそうそうそうそうそう,0.23,0.14,0.16,1.19
0428_R.wav,ANT,-0.02,ANT,0.93,0.55,0.66,0.61,けど結局(F ま)半年一年たってから(D ひ)(F まー)結局二人で引っ越したんですけどね結局は(F そのー)博士課程にいる間も一緒に暮らして(F ん)広いところで,0.02,0.05,0.09,3.44
0432_R.wav,ACC,2.63,ACC,3.17,0.35,0.54,0.54,(F まー)そうですね,0.2,0.12,0.07,2.24
0433_R.wav,ANT,1.78,DIS,2.35,0.43,0.51,0.55,(F ま)近くにいればいたで喧嘩もするんですけどね,0.08,0.03,0.01,0.82
0436_R.wav,SUR,-1.68,SUR,1.19,0.7,0.63,0.58,<笑>,0.27,0.12,0.03,1.16
0437_R.wav,JOY,1.27,JOY,2.4,0.75,0.63,0.62,女二人の兄弟っていうのは,0.05,0.0,0.04,1.21
0440_R.wav,SUR,2.45,FEA,2.03,0.68,0.55,0.5,<笑>,0.07,0.08,0.12,0.37
0443_R.wav,ANT,1.44,ACC,2.75,0.58,0.67,0.66,そうなんです離れてればうまく行くんですよ,0.1,0.12,0.16,0.72
0446_R.wav,ACC,2.55,ACC,2.84,0.46,0.25,0.34,そうなんですよ,0.12,0.42,0.32,0.09
0451_R.wav,ACC,1.61,ANT,0.83,0.52,0.49,0.51,(F んー)あたしも何かあんまりもうはっきり覚えていないんですけど(A ジーマット;ＧＭＡＴ)は確かあれですよね(F その)法律(F あのー)(A エムビーエー;ＭＢＡ)の方ですよね確か,0.06,0.24,0.17,2.01
0453_R.wav,SAD,-0.72,DIS,0.33,0.53,0.33,0.38,確か,0.01,0.16,0.13,0.5
0454_R.wav,SUR,0.58,SAD,1.46,0.26,0.07,0.15,(F うーん),0.27,0.26,0.23,1.13
0456_R.wav,SUR,1.2,JOY,0.31,0.2,0.65,0.63,要するに何か,0.06,0.58,0.48,1.15
0457_R.wav,SAD,1.53,JOY,-0.64,0.34,0.36,0.35,単純な,0.14,0.29,0.28,0.95
0458_R.wav,ANT,3.12,SUR,2.68,0.26,-0.0,0.07,(F えーとー),0.08,0.36,0.28,3.32
0459_R.wav,ANG,0.96,DIS,2.07,0.3,0.56,0.58,大学入る時も何かありますよね何でしたっけ名前忘れたけど,0.04,0.56,0.51,0.61
0460_R.wav,ANT,0.41,ANG,0.02,0.52,0.38,0.41,何かそういう(A ジーアールイー;ＧＲＥ)みたいな一般的なテストがあってそれこっちの(A ジーアールイー;ＧＲＥ)大学院版で,0.22,0.18,0.17,2.05
0463_R.wav,ANT,2.28,ANG,0.3,0.54,0.51,0.53,けど本当(F その)(F ん)全米二位とか言っても,0.02,0.13,0.12,0.28
0465_R.wav,ANT,1.32,SUR,1.26,0.64,0.51,0.54,(F あのー)多分二位が何人いるかっていう感じですし,0.1,0.0,0.01,0.96
0466_R.wav,ANT,1.92,ANT,2.15,0.58,0.61,0.56,それにわりと本当算数とか数学とかできないじゃないですかあっちの方の(F うーん)だから多分その辺で多分日本人はみんなこれは,0.06,0.1,0.02,0.89
0470_R.wav,ACC,3.25,ACC,4.11,0.4,0.09,0.2,(F うーん),0.18,0.52,0.36,1.96
0474_R.wav,SAD,1.0,ACC,1.19,0.4,0.41,0.42,(F はい),0.0,0.32,0.22,2.92
0475_R.wav,SAD,2.38,SUR,2.98,0.4,0.29,0.32,幾つあったかな,0.0,0.12,0.1,1.79
0476_R.wav,ACC,-0.13,ACC,0.35,0.52,0.46,0.47,<FV>要するに(F その)あたしが探した,0.12,0.17,0.15,2.63
0477_R.wav,ANG,2.17,SUR,0.55,0.46,0.2,0.31,エイジアン(D ア),0.06,0.26,0.16,0.2
0478_R.wav,FEA,1.82,ANG,-0.2,0.41,0.1,0.2,(F んー)ランゲージ・アンド・リテラチャー,0.05,0.1,0.11,0.75
0480_R.wav,FEA,2.71,FEA,2.11,0.48,0.23,0.32,みたいな(D ぶ)学部,0.07,0.13,0.12,2.31
0481_R.wav,SAD,2.61,SAD,1.62,0.17,0.07,0.18,幾つ探したかな,0.31,0.16,0.14,0.49
0483_R.wav,SAD,2.25,SAD,0.63,0.43,0.6,0.61,やっぱり西,0.26,0.53,0.43,0.99
0484_R.wav,ANT,0.56,ANT,-0.94,0.61,0.55,0.55,と後ハワイ,0.18,0.05,0.06,1.57
0486_R.wav,ACC,1.32,SAD,0.37,0.39,0.25,0.31,にあったりしましたね,0.22,0.3,0.24,1.31
0488_R.wav,SAD,0.73,SAD,1.99,0.36,0.12,0.21,(F うーん),0.03,0.13,0.1,1.62
0490_R.wav,SAD,3.09,DIS,3.22,0.46,0.44,0.39,(F あ)(F ええ)<FV>,0.1,0.32,0.18,1.23
0492_R.wav,SAD,-0.19,ACC,1.18,0.38,0.32,0.41,そうなんですよあそこがやっぱり一番(F その)あたしのアドバイザーもそこの出身だったりしたんで,0.08,0.12,0.02,2.04
0494_R.wav,ACC,1.09,SAD,2.42,0.34,0.12,0.18,(F うーん),0.04,0.2,0.23,1.24
0496_R.wav,ANT,0.93,ANG,2.16,0.35,0.44,0.5,五つも応募したかな(D し)五つしたかしないかぐらいですね,0.01,0.32,0.32,0.26
0498_R.wav,ANT,-0.21,JOY,2.11,0.32,0.33,0.39,もうけど,0.03,0.11,0.11,0.05
0499_R.wav,ANT,-0.91,ACC,2.85,0.7,0.57,0.56,ことごとくもう郵便ポストを覗くのが怖い,0.38,0.24,0.17,0.74
0503_R.wav,FEA,5.45,FEA,3.45,0.63,0.71,0.57,<笑>,0.07,0.14,0.01,0.6
0508_R.wav,ACC,2.36,ACC,2.58,0.52,0.41,0.42,(F あー)そうですか,0.11,0.3,0.15,0.87
0510_R.wav,ACC,0.23,ACC,0.87,0.59,0.43,0.47,(F いや)特に(F その)交換留学もなかったですねどっちかとその(D ユ)(D ユ)(A ユーシー;ＵＣ)の方に多かったですね交換留学は(F うーん),0.07,0.02,0.05,1.71
0517_R.wav,SAD,2.76,SAD,-0.47,0.37,0.46,0.42,(F はい),0.22,0.03,0.05,1.34
0518_R.wav,ACC,1.47,ACC,2.28,0.41,0.31,0.34,(F あ)そうですね,0.04,0.15,0.08,2.75
0520_R.wav,SAD,0.52,SAD,-0.61,0.33,0.38,0.36,(F はい),0.08,0.07,0.02,2.89
0522_R.wav,SAD,3.71,ACC,-0.35,0.34,0.4,0.4,ありがとうございました,0.01,0.02,0.04,0.26
